Y1S 3.54 0.01 5.65684888121*10^-06
Y1S 4.1 0.01 2.98816597182*10^-06
Y1S 0.1 0.1 2.05304781518*10^-05
Y1S 0.28 0.1 2.05496061906*10^-05
Y1S 0.43 0.1 2.04569127785*10^-05
Y1S 0.6 0.1 2.01700487193*10^-05
Y1S 0.78 0.1 2.00534656315*10^-05
Y1S 1.0 0.1 1.96086116125*10^-05
Y1S 1.25 0.1 1.82060189937*10^-05
Y1S 1.52 0.1 1.72813072274*10^-05
Y1S 1.84 0.1 1.58393738693*10^-05
Y1S 2.2 0.1 1.37605456417*10^-05
Y1S 2.6 0.1 1.11020909678*10^-05
Y1S 3.04 0.1 8.26913892201*10^-06
Y1S 3.54 0.1 5.39126202158*10^-06
Y1S 4.1 0.1 2.80838727586*10^-06
Y2S 0.1 0.001 3.07536795055*10^-05
Y2S 0.28 0.001 3.03053347921*10^-05
Y2S 0.43 0.001 3.07374154521*10^-05
Y2S 0.6 0.001 3.02756323543*10^-05
Y2S 0.78 0.001 2.97982012223*10^-05
Y2S 1.0 0.001 2.90913374558*10^-05
Y2S 1.25 0.001 2.81253574555*10^-05
Y2S 1.52 0.001 2.59468043976*10^-05
Y2S 1.84 0.001 2.40184474047*10^-05
Y2S 2.2 0.001 2.04611311893*10^-05
Y2S 2.6 0.001 1.6829376671*10^-05
Y2S 3.04 0.001 1.28528941542*10^-05
Y2S 3.54 0.001 8.10238871345*10^-06
Y2S 4.1 0.001 4.24056156706*10^-06
Y2S 0.1 0.01 3.11292999521*10^-05
Y2S 0.28 0.01 3.0724657458*10^-05
Y2S 0.43 0.01 3.0441778892*10^-05
Y2S 0.6 0.01 3.0276863133*10^-05
Y2S 0.78 0.01 2.98972755876*10^-05
Y2S 1.0 0.01 2.91945303455*10^-05
Y2S 1.25 0.01 2.79374953208*10^-05
Y2S 1.52 0.01 2.60980432306*10^-05
Y2S 1.84 0.01 2.39721007451*10^-05
Y2S 2.2 0.01 2.0849045297*10^-05
Y2S 2.6 0.01 1.67139404502*10^-05
Y2S 3.04 0.01 1.27316907315*10^-05
Y2S 3.54 0.01 8.16016700144*10^-06
Y2S 4.1 0.01 4.26668993007*10^-06
Y2S 0.1 0.1 3.03326229673*10^-05
Y2S 0.28 0.1 3.01939332566*10^-05
Y2S 0.43 0.1 3.01904691644*10^-05
Y2S 0.6 0.1 2.97610774413*10^-05
Y2S 0.78 0.1 2.92423886358*10^-05
Y2S 1.0 0.1 2.86341212726*10^-05
Y2S 1.25 0.1 2.73173439604*10^-05
Y2S 1.52 0.1 2.59779520251*10^-05
Y2S 1.84 0.1 2.3320160321*10^-05
Y2S 2.2 0.1 1.99985909535*10^-05
Y2S 2.6 0.1 1.61963471248*10^-05
Y2S 3.04 0.1 1.20821139263*10^-05
Y2S 3.54 0.1 7.77646993952*10^-06
Y2S 4.1 0.1 3.93584545817*10^-06
Y3S 0.1 0.001 3.09198918744*10^-05
Y3S 0.28 0.001 3.11110893178*10^-05
Y3S 0.43 0.001 3.04192003161*10^-05
Y3S 0.6 0.001 2.98951233248*10^-05
Y3S 0.78 0.001 2.96468593036*10^-05
Y3S 1.0 0.001 2.9397946834*10^-05
Y3S 1.25 0.001 2.77521933738*10^-05
Y3S 1.52 0.001 2.62375495015*10^-05
Y3S 1.84 0.001 2.4101662578*10^-05
Y3S 2.2 0.001 2.1057406242*10^-05
